uf,municipio,ibge,bairro,cep_inicio,cep_fim,qtd_ceps
RJ,Campos dos Goytacazes,3301009,São Sebastião de Campos,28145-971,28145-971,1
RJ,Campos dos Goytacazes,3301009,Saturnino Braga,28143-971,28143-971,1
RJ,Campos dos Goytacazes,3301009,Tapera,28040-590,28050-014,3
RJ,Campos dos Goytacazes,3301009,Travessão,28175-970,28175-970,1
RJ,Campos dos Goytacazes,3301009,Ururaí,28040-000,28040-685,52
RJ,Campos dos Goytacazes,3301009,Vila Beira do Taí,28145-970,28145-970,1
RJ,Campos dos Goytacazes,3301009,Vila da Rainha,28015-670,28016-800,32
RJ,Campos dos Goytacazes,3301009,Vila Industrial,28090-010,28090-680,7
RJ,Campos dos Goytacazes,3301009,Vila Menezes,28021-128,28021-128,1
RJ,Campos dos Goytacazes,3301009,Vila Nova,28165-970,28165-970,1
RJ,Campos dos Goytacazes,3301009,Vila Verde,28022-838,28022-838,1
RJ,Campos dos Goytacazes,3301009,Vivendas do Coqueiro I,28021-301,28021-309,9
RJ,Campos dos Goytacazes,3301009,Vivendas do Coqueiro II,28021-366,28021-375,10
RJ,Campos dos Goytacazes,3301009,Vivendas do Coqueiro III,28021-376,28021-387,12
RJ,Campos dos Goytacazes,3301009,Vivendas do Coqueiro IV,28021-390,28021-398,8
RJ,Cantagalo,3301108,Campo Alegre,28530-972,28530-972,1
RJ,Cantagalo,3301108,Centro,28500-959,28530-970,5
RJ,Cantagalo,3301108,Euclidelândia,28520-971,28520-971,2
RJ,Carapebus,3300936,Centro,27998-959,27998-971,3
RJ,Carapebus,3300936,Ubás,27998-972,27998-972,1
RJ,Cardoso Moreira,3301157,Centro,28180-959,28195-970,3
RJ,Cardoso Moreira,3301157,Doutor Matos,28180-971,28180-971,1
RJ,Cardoso Moreira,3301157,Outeiro,28190-970,28190-970,1
RJ,Cardoso Moreira,3301157,São Joaquim,28180-972,28180-972,1
RJ,Carmo,3301207,Barra de São Francisco,28640-971,28640-971,1
RJ,Carmo,3301207,Centro,28640-959,28644-970,4
RJ,Carmo,3301207,Influência,28640-972,28640-972,1
RJ,Casimiro de Abreu,3301306,Barra de São João,28880-959,28880-970,3
RJ,Casimiro de Abreu,3301306,Centro,28860-959,28860-970,2
RJ,Casimiro de Abreu,3301306,Professor Souza,28860-971,28860-971,1
RJ,Casimiro de Abreu,3301306,Rio Dourado,28860-972,28860-972,1
RJ,Comendador Levy Gasparian,3300951,Afonso Arinos,25875-970,25875-970,1
